Type,Site,Date,Compound,Conc,Volume
TF,4,7/30/2015,Propyzamide,,6
TF,4,7/30/2015,THPI (Tetrahydrophthalimide),,6
TF,4,8/13/2015,Metolachlor,0.25,6
TF,4,8/13/2015,Tebuconazole,0.26,6
TF,4,8/13/2015,2-Phenylphenol,,6
TF,4,8/13/2015,Flutolanil,0.21,6
TF,4,8/13/2015,Biphenyl,0.02,6
TF,4,8/13/2015,Atrazine,,6
TF,4,8/13/2015,Metalaxyl,,6
TF,4,8/13/2015,Acetochlor,,6
TF,4,8/13/2015,Alachlor,,6
TF,4,8/13/2015,Anthraquione,,6
TF,4,8/13/2015,Endosulfan Lactone,,6
TF,4,8/13/2015,DEA,,6
TF,4,8/13/2015,Endosulfan ether,,6
TF,4,8/13/2015,Cyprodinil,,6
TF,4,8/13/2015,Triadimefon,,6
TF,4,8/13/2015,Chlorothalonil,,6
TF,4,8/13/2015,Diphenylamine,,6
TF,4,8/13/2015,Fipronil,,6
TF,4,8/13/2015,Myclobutanil,,6
TF,4,8/13/2015,Oxyfluorfen,,6
TF,4,8/13/2015,Bifenthrin,,6
TF,4,8/13/2015,Fludioxonil,,6
TF,4,8/13/2015,Endosulfan sulfate,,6
TF,4,8/13/2015,Ethalfluralin,,6
TF,4,8/13/2015,Pendimethalin,,6
TF,4,8/13/2015,Benfluralin,,6
TF,4,8/13/2015,Diazinon,,6
TF,4,8/13/2015,Malathion,,6
TF,4,8/13/2015,Oxadiazon,,6
TF,4,8/13/2015,Piperonyl butoxide,,6
TF,4,8/13/2015,Propyzamide,,6
TF,4,8/13/2015,THPI (Tetrahydrophthalimide),,6
TF,4,8/27/2015,Metolachlor,0.14,4.75
TF,4,8/27/2015,Tebuconazole,1.8,4.75
TF,4,8/27/2015,2-Phenylphenol,,4.75
TF,4,8/27/2015,Flutolanil,0.19,4.75
TF,4,8/27/2015,Biphenyl,0.02,4.75
TF,4,8/27/2015,Atrazine,,4.75
TF,4,8/27/2015,Metalaxyl,,4.75
TF,4,8/27/2015,Acetochlor,,4.75
TF,4,8/27/2015,Alachlor,,4.75
TF,4,8/27/2015,Anthraquione,,4.75
TF,4,8/27/2015,Endosulfan Lactone,,4.75
TF,4,8/27/2015,DEA,,4.75
TF,4,8/27/2015,Endosulfan ether,,4.75
TF,4,8/27/2015,Cyprodinil,,4.75
TF,4,8/27/2015,Triadimefon,,4.75
TF,4,8/27/2015,Chlorothalonil,,4.75
TF,4,8/27/2015,Diphenylamine,,4.75
TF,4,8/27/2015,Fipronil,,4.75
TF,4,8/27/2015,Myclobutanil,,4.75
TF,4,8/27/2015,Oxyfluorfen,,4.75
TF,4,8/27/2015,Bifenthrin,,4.75
TF,4,8/27/2015,Fludioxonil,,4.75
TF,4,8/27/2015,Endosulfan sulfate,,4.75
TF,4,8/27/2015,Ethalfluralin,,4.75
TF,4,8/27/2015,Pendimethalin,,4.75
TF,4,8/27/2015,Benfluralin,,4.75
TF,4,8/27/2015,Diazinon,,4.75
TF,4,8/27/2015,Malathion,,4.75
TF,4,8/27/2015,Oxadiazon,,4.75
TF,4,8/27/2015,Piperonyl butoxide,,4.75
TF,4,8/27/2015,Propyzamide,,4.75
TF,4,8/27/2015,THPI (Tetrahydrophthalimide),,4.75
TF,4,9/3/2015,Metolachlor,0.036363636,0.55
TF,4,9/3/2015,Tebuconazole,0.745454545,0.55
TF,4,9/3/2015,2-Phenylphenol,,0.55
TF,4,9/3/2015,Flutolanil,0.181818182,0.55
TF,4,9/3/2015,Biphenyl,0.05,0.55
TF,4,9/3/2015,Atrazine,,0.55
TF,4,9/3/2015,Metalaxyl,,0.55
TF,4,9/3/2015,Acetochlor,,0.55
TF,4,9/3/2015,Alachlor,,0.55
TF,4,9/3/2015,Anthraquione,,0.55
TF,4,9/3/2015,Endosulfan Lactone,,0.55
TF,4,9/3/2015,DEA,,0.55
TF,4,9/3/2015,Endosulfan ether,,0.55
TF,4,9/3/2015,Cyprodinil,,0.55
TF,4,9/3/2015,Triadimefon,,0.55
TF,4,9/3/2015,Chlorothalonil,,0.55
TF,4,9/3/2015,Diphenylamine,,0.55
TF,4,9/3/2015,Fipronil,,0.55
TF,4,9/3/2015,Myclobutanil,,0.55
TF,4,9/3/2015,Oxyfluorfen,,0.55
TF,4,9/3/2015,Bifenthrin,,0.55
TF,4,9/3/2015,Fludioxonil,,0.55
TF,4,9/3/2015,Endosulfan sulfate,,0.55
TF,4,9/3/2015,Ethalfluralin,,0.55
TF,4,9/3/2015,Pendimethalin,,0.55
TF,4,9/3/2015,Benfluralin,,0.55
TF,4,9/3/2015,Diazinon,,0.55
TF,4,9/3/2015,Malathion,,0.55
TF,4,9/3/2015,Oxadiazon,,0.55
TF,4,9/3/2015,Piperonyl butoxide,,0.55
TF,4,9/3/2015,Propyzamide,,0.55
TF,4,9/3/2015,THPI (Tetrahydrophthalimide),,0.55
TF,4,9/17/2015,Metolachlor,0.55,3
TF,4,9/17/2015,Tebuconazole,0.79,3
TF,4,9/17/2015,2-Phenylphenol,0.19,3
TF,4,9/17/2015,Flutolanil,0.35,3
TF,4,9/17/2015,Biphenyl,0.03,3
TF,4,9/17/2015,Atrazine,,3
TF,4,9/17/2015,Metalaxyl,,3
TF,4,9/17/2015,Acetochlor,,3
TF,4,9/17/2015,Alachlor,,3
TF,4,9/17/2015,Anthraquione,,3
TF,4,9/17/2015,Endosulfan Lactone,,3
TF,4,9/17/2015,DEA,,3
TF,4,9/17/2015,Endosulfan ether,,3
TF,4,9/17/2015,Cyprodinil,,3
TF,4,9/17/2015,Triadimefon,,3
TF,4,9/17/2015,Chlorothalonil,,3
TF,4,9/17/2015,Diphenylamine,,3
TF,4,9/17/2015,Fipronil,,3
TF,4,9/17/2015,Myclobutanil,,3
TF,4,9/17/2015,Oxyfluorfen,,3
TF,4,9/17/2015,Bifenthrin,,3
TF,4,9/17/2015,Fludioxonil,,3
TF,4,9/17/2015,Endosulfan sulfate,,3
TF,4,9/17/2015,Ethalfluralin,,3
TF,4,9/17/2015,Pendimethalin,,3
TF,4,9/17/2015,Benfluralin,,3
TF,4,9/17/2015,Diazinon,,3
TF,4,9/17/2015,Malathion,,3
TF,4,9/17/2015,Oxadiazon,,3
TF,4,9/17/2015,Piperonyl butoxide,,3
TF,4,9/17/2015,Propyzamide,,3
TF,4,9/17/2015,THPI (Tetrahydrophthalimide),,3
TF,4,10/8/2015,Metolachlor,,4
TF,4,10/8/2015,Tebuconazole,0.34,4
TF,4,10/8/2015,2-Phenylphenol,0.19,4
TF,4,10/8/2015,Flutolanil,0.14,4
TF,4,10/8/2015,Biphenyl,0.02,4
TF,4,10/8/2015,Atrazine,,4
TF,4,10/8/2015,Metalaxyl,,4
TF,4,10/8/2015,Acetochlor,,4
TF,4,10/8/2015,Alachlor,,4
TF,4,10/8/2015,Anthraquione,,4
TF,4,10/8/2015,Endosulfan Lactone,,4
TF,4,10/8/2015,DEA,,4
TF,4,10/8/2015,Endosulfan ether,,4
TF,4,10/8/2015,Cyprodinil,,4
TF,4,10/8/2015,Triadimefon,,4
TF,4,10/8/2015,Chlorothalonil,,4
TF,4,10/8/2015,Diphenylamine,,4
TF,4,10/8/2015,Fipronil,,4
TF,4,10/8/2015,Myclobutanil,,4
TF,4,10/8/2015,Oxyfluorfen,,4
TF,4,10/8/2015,Bifenthrin,,4
TF,4,10/8/2015,Fludioxonil,,4
TF,4,10/8/2015,Endosulfan sulfate,,4
TF,4,10/8/2015,Ethalfluralin,,4
TF,4,10/8/2015,Pendimethalin,,4
TF,4,10/8/2015,Benfluralin,,4
TF,4,10/8/2015,Diazinon,,4
TF,4,10/8/2015,Malathion,,4
TF,4,10/8/2015,Oxadiazon,,4
TF,4,10/8/2015,Piperonyl butoxide,,4
TF,4,10/8/2015,Propyzamide,,4
TF,4,10/8/2015,THPI (Tetrahydrophthalimide),,4
TF,4,11/8/2015,Metolachlor,,2
TF,4,11/8/2015,Tebuconazole,0.35,2
TF,4,11/8/2015,2-Phenylphenol,0.21,2
TF,4,11/8/2015,Flutolanil,0.08,2
TF,4,11/8/2015,Biphenyl,0.05,2
TF,4,11/8/2015,Atrazine,,2
TF,4,11/8/2015,Metalaxyl,,2
TF,4,11/8/2015,Acetochlor,,2
TF,4,11/8/2015,Alachlor,,2
TF,4,11/8/2015,Anthraquione,,2
TF,4,11/8/2015,Endosulfan Lactone,,2
TF,4,11/8/2015,DEA,,2
TF,4,11/8/2015,Endosulfan ether,,2
TF,4,11/8/2015,Cyprodinil,,2
TF,4,11/8/2015,Triadimefon,,2
TF,4,11/8/2015,Chlorothalonil,,2
TF,4,11/8/2015,Diphenylamine,,2
TF,4,11/8/2015,Fipronil,,2
TF,4,11/8/2015,Myclobutanil,,2
TF,4,11/8/2015,Oxyfluorfen,,2
TF,4,11/8/2015,Bifenthrin,,2
TF,4,11/8/2015,Fludioxonil,,2
TF,4,11/8/2015,Endosulfan sulfate,,2
TF,4,11/8/2015,Ethalfluralin,,2
TF,4,11/8/2015,Pendimethalin,,2
TF,4,11/8/2015,Benfluralin,,2
TF,4,11/8/2015,Diazinon,,2
TF,4,11/8/2015,Malathion,,2
TF,4,11/8/2015,Oxadiazon,,2
TF,4,11/8/2015,Piperonyl butoxide,,2
TF,4,11/8/2015,Propyzamide,,2
TF,4,11/8/2015,THPI (Tetrahydrophthalimide),,2
TF,4,12/17/2015,Metolachlor,,12
TF,4,12/17/2015,Tebuconazole,0.24,12
TF,4,12/17/2015,2-Phenylphenol,0.06,12
TF,4,12/17/2015,Flutolanil,,12
TF,4,12/17/2015,Biphenyl,0.02,12
TF,4,12/17/2015,Atrazine,,12
TF,4,12/17/2015,Metalaxyl,,12
TF,4,12/17/2015,Acetochlor,,12
TF,4,12/17/2015,Alachlor,,12
TF,4,12/17/2015,Anthraquione,,12
TF,4,12/17/2015,Endosulfan Lactone,,12
TF,4,12/17/2015,DEA,,12
TF,4,12/17/2015,Endosulfan ether,,12
TF,4,12/17/2015,Cyprodinil,,12
TF,4,12/17/2015,Triadimefon,,12
TF,4,12/17/2015,Chlorothalonil,,12
TF,4,12/17/2015,Diphenylamine,,12
TF,4,12/17/2015,Fipronil,,12
TF,4,12/17/2015,Myclobutanil,,12
TF,4,12/17/2015,Oxyfluorfen,,12
TF,4,12/17/2015,Bifenthrin,,12
TF,4,12/17/2015,Fludioxonil,,12
TF,4,12/17/2015,Endosulfan sulfate,,12
TF,4,12/17/2015,Ethalfluralin,,12
TF,4,12/17/2015,Pendimethalin,,12
TF,4,12/17/2015,Benfluralin,,12
TF,4,12/17/2015,Diazinon,,12
TF,4,12/17/2015,Malathion,,12
TF,4,12/17/2015,Oxadiazon,,12
TF,4,12/17/2015,Piperonyl butoxide,,12
TF,4,12/17/2015,Propyzamide,,12
TF,4,12/17/2015,THPI (Tetrahydrophthalimide),,12
TF,4,1/17/2016,Metolachlor,,10
TF,4,1/17/2016,Tebuconazole,0.18,10
TF,4,1/17/2016,2-Phenylphenol,,10
TF,4,1/17/2016,Flutolanil,,10
TF,4,1/17/2016,Biphenyl,,10
TF,4,1/17/2016,Atrazine,,10
TF,4,1/17/2016,Metalaxyl,,10
TF,4,1/17/2016,Acetochlor,,10
TF,4,1/17/2016,Alachlor,,10
TF,4,1/17/2016,Anthraquione,,10
TF,4,1/17/2016,Endosulfan Lactone,,10
TF,4,1/17/2016,DEA,,10
TF,4,1/17/2016,Endosulfan ether,,10
TF,4,1/17/2016,Cyprodinil,,10
TF,4,1/17/2016,Triadimefon,,10
TF,4,1/17/2016,Chlorothalonil,,10
TF,4,1/17/2016,Diphenylamine,,10
TF,4,1/17/2016,Fipronil,,10
TF,4,1/17/2016,Myclobutanil,,10
TF,4,1/17/2016,Oxyfluorfen,,10
TF,4,1/17/2016,Bifenthrin,,10
TF,4,1/17/2016,Fludioxonil,,10
TF,4,1/17/2016,Endosulfan sulfate,,10
TF,4,1/17/2016,Ethalfluralin,,10
TF,4,1/17/2016,Pendimethalin,,10
TF,4,1/17/2016,Benfluralin,,10
TF,4,1/17/2016,Diazinon,,10
TF,4,1/17/2016,Malathion,,10
TF,4,1/17/2016,Oxadiazon,,10
TF,4,1/17/2016,Piperonyl butoxide,,10
TF,4,1/17/2016,Propyzamide,,10
TF,4,1/17/2016,THPI (Tetrahydrophthalimide),,10
SF,7,3/18/2015,Metolachlor,,0.23
SF,7,3/18/2015,Tebuconazole,,0.23
SF,7,3/18/2015,2-Phenylphenol,,0.23
SF,7,3/18/2015,Flutolanil,,0.23
SF,7,3/18/2015,Biphenyl,,0.23
SF,7,3/18/2015,Atrazine,,0.23
SF,7,3/18/2015,Metalaxyl,,0.23
SF,7,3/18/2015,Acetochlor,,0.23
SF,7,3/18/2015,Alachlor,,0.23
SF,7,3/18/2015,Anthraquione,1.434782609,0.23
SF,7,3/18/2015,Endosulfan Lactone,,0.23
SF,7,3/18/2015,DEA,,0.23
SF,7,3/18/2015,Endosulfan ether,,0.23
SF,7,3/18/2015,Cyprodinil,,0.23
SF,7,3/18/2015,Triadimefon,,0.23
SF,7,3/18/2015,Chlorothalonil,,0.23
SF,7,3/18/2015,Diphenylamine,,0.23
SF,7,3/18/2015,Fipronil,,0.23
SF,7,3/18/2015,Myclobutanil,,0.23
SF,7,3/18/2015,Oxyfluorfen,,0.23
SF,7,3/18/2015,Bifenthrin,,0.23
SF,7,3/18/2015,Fludioxonil,,0.23
SF,7,3/18/2015,Endosulfan sulfate,,0.23
SF,7,3/18/2015,Ethalfluralin,,0.23
SF,7,3/18/2015,Pendimethalin,,0.23
SF,7,3/18/2015,Benfluralin,,0.23
SF,7,3/18/2015,Diazinon,,0.23
SF,7,3/18/2015,Malathion,,0.23
SF,7,3/18/2015,Oxadiazon,,0.23
SF,7,3/18/2015,Piperonyl butoxide,,0.23
SF,7,3/18/2015,Propyzamide,,0.23
SF,7,3/18/2015,THPI (Tetrahydrophthalimide),,0.23
SF,7,4/16/2015,Metolachlor,0.45,12.5
SF,7,4/16/2015,Tebuconazole,,12.5
SF,7,4/16/2015,2-Phenylphenol,,12.5
SF,7,4/16/2015,Flutolanil,,12.5
SF,7,4/16/2015,Biphenyl,,12.5
SF,7,4/16/2015,Atrazine,,12.5
SF,7,4/16/2015,Metalaxyl,,12.5
SF,7,4/16/2015,Acetochlor,,12.5
SF,7,4/16/2015,Alachlor,,12.5
SF,7,4/16/2015,Anthraquione,,12.5
SF,7,4/16/2015,Endosulfan Lactone,,12.5
SF,7,4/16/2015,DEA,,12.5
SF,7,4/16/2015,Endosulfan ether,,12.5
SF,7,4/16/2015,Cyprodinil,,12.5
SF,7,4/16/2015,Triadimefon,,12.5
SF,7,4/16/2015,Chlorothalonil,,12.5
SF,7,4/16/2015,Diphenylamine,,12.5
SF,7,4/16/2015,Fipronil,,12.5
SF,7,4/16/2015,Myclobutanil,,12.5
SF,7,4/16/2015,Oxyfluorfen,,12.5
SF,7,4/16/2015,Bifenthrin,,12.5
SF,7,4/16/2015,Fludioxonil,,12.5
SF,7,4/16/2015,Endosulfan sulfate,,12.5
SF,7,4/16/2015,Ethalfluralin,,12.5
SF,7,4/16/2015,Pendimethalin,,12.5
SF,7,4/16/2015,Benfluralin,,12.5
SF,7,4/16/2015,Diazinon,,12.5
SF,7,4/16/2015,Malathion,,12.5
SF,7,4/16/2015,Oxadiazon,,12.5
SF,7,4/16/2015,Piperonyl butoxide,,12.5
SF,7,4/16/2015,Propyzamide,,12.5
SF,7,4/16/2015,THPI (Tetrahydrophthalimide),,12.5
SF,7,5/1/2015,Metolachlor,1.16,20
SF,7,5/1/2015,Tebuconazole,,20
SF,7,5/1/2015,2-Phenylphenol,,20
SF,7,5/1/2015,Flutolanil,,20
SF,7,5/1/2015,Biphenyl,,20
SF,7,5/1/2015,Atrazine,0.68,20
SF,7,5/1/2015,Metalaxyl,,20
SF,7,5/1/2015,Acetochlor,,20
SF,7,5/1/2015,Alachlor,,20
SF,7,5/1/2015,Anthraquione,,20
SF,7,5/1/2015,Endosulfan Lactone,,20
SF,7,5/1/2015,DEA,,20
SF,7,5/1/2015,Endosulfan ether,,20
SF,7,5/1/2015,Cyprodinil,,20
SF,7,5/1/2015,Triadimefon,,20
SF,7,5/1/2015,Chlorothalonil,,20
SF,7,5/1/2015,Diphenylamine,,20
SF,7,5/1/2015,Fipronil,,20
SF,7,5/1/2015,Myclobutanil,,20
SF,7,5/1/2015,Oxyfluorfen,,20
SF,7,5/1/2015,Bifenthrin,,20
SF,7,5/1/2015,Fludioxonil,,20
SF,7,5/1/2015,Endosulfan sulfate,,20
SF,7,5/1/2015,Ethalfluralin,,20
SF,7,5/1/2015,Pendimethalin,,20
SF,7,5/1/2015,Benfluralin,,20
SF,7,5/1/2015,Diazinon,,20
SF,7,5/1/2015,Malathion,,20
SF,7,5/1/2015,Oxadiazon,,20
SF,7,5/1/2015,Piperonyl butoxide,,20
SF,7,5/1/2015,Propyzamide,,20
SF,7,5/1/2015,THPI (Tetrahydrophthalimide),,20
SF,7,5/22/2015,Metolachlor,,
SF,7,5/22/2015,Tebuconazole,,
SF,7,5/22/2015,2-Phenylphenol,,
SF,7,5/22/2015,Flutolanil,,
SF,7,5/22/2015,Biphenyl,,
SF,7,5/22/2015,Atrazine,,
SF,7,5/22/2015,Metalaxyl,,
SF,7,5/22/2015,Acetochlor,,
SF,7,5/22/2015,Alachlor,,
SF,7,5/22/2015,Anthraquione,,
SF,7,5/22/2015,Endosulfan Lactone,,
SF,7,5/22/2015,DEA,,
SF,7,5/22/2015,Endosulfan ether,,
SF,7,5/22/2015,Cyprodinil,,
SF,7,5/22/2015,Triadimefon,,
SF,7,5/22/2015,Chlorothalonil,,
SF,7,5/22/2015,Diphenylamine,,
SF,7,5/22/2015,Fipronil,,
SF,7,5/22/2015,Myclobutanil,,
SF,7,5/22/2015,Oxyfluorfen,,
SF,7,5/22/2015,Bifenthrin,,
SF,7,5/22/2015,Fludioxonil,,
SF,7,5/22/2015,Endosulfan sulfate,,
SF,7,5/22/2015,Ethalfluralin,,
SF,7,5/22/2015,Pendimethalin,,
SF,7,5/22/2015,Benfluralin,,
SF,7,5/22/2015,Diazinon,,
SF,7,5/22/2015,Malathion,,
SF,7,5/22/2015,Oxadiazon,,
SF,7,5/22/2015,Piperonyl butoxide,,
SF,7,5/22/2015,Propyzamide,,
SF,7,5/22/2015,THPI (Tetrahydrophthalimide),,
SF,7,6/10/2015,Metolachlor,0.36,20
SF,7,6/10/2015,Tebuconazole,,20
SF,7,6/10/2015,2-Phenylphenol,0.08,20
SF,7,6/10/2015,Flutolanil,0.09,20
SF,7,6/10/2015,Biphenyl,,20
SF,7,6/10/2015,Atrazine,,20
SF,7,6/10/2015,Metalaxyl,,20
SF,7,6/10/2015,Acetochlor,,20
SF,7,6/10/2015,Alachlor,,20
SF,7,6/10/2015,Anthraquione,,20
SF,7,6/10/2015,Endosulfan Lactone,,20
SF,7,6/10/2015,DEA,,20
SF,7,6/10/2015,Endosulfan ether,,20
SF,7,6/10/2015,Cyprodinil,,20
SF,7,6/10/2015,Triadimefon,,20
SF,7,6/10/2015,Chlorothalonil,,20
SF,7,6/10/2015,Diphenylamine,,20
SF,7,6/10/2015,Fipronil,,20
SF,7,6/10/2015,Myclobutanil,,20
SF,7,6/10/2015,Oxyfluorfen,,20
SF,7,6/10/2015,Bifenthrin,,20
SF,7,6/10/2015,Fludioxonil,,20
SF,7,6/10/2015,Endosulfan sulfate,,20
SF,7,6/10/2015,Ethalfluralin,,20
SF,7,6/10/2015,Pendimethalin,,20
SF,7,6/10/2015,Benfluralin,,20
SF,7,6/10/2015,Diazinon,,20
SF,7,6/10/2015,Malathion,,20
SF,7,6/10/2015,Oxadiazon,,20
SF,7,6/10/2015,Piperonyl butoxide,,20
SF,7,6/10/2015,Propyzamide,,20
SF,7,6/10/2015,THPI (Tetrahydrophthalimide),,20
SF,7,6/23/2015,Metolachlor,2.2,
SF,7,6/23/2015,Tebuconazole,,
SF,7,6/23/2015,2-Phenylphenol,,
SF,7,6/23/2015,Flutolanil,,
SF,7,6/23/2015,Biphenyl,,
SF,7,6/23/2015,Atrazine,,
SF,7,6/23/2015,Metalaxyl,,
SF,7,6/23/2015,Acetochlor,0.19,
SF,7,6/23/2015,Alachlor,,
SF,7,6/23/2015,Anthraquione,,
SF,7,6/23/2015,Endosulfan Lactone,,
SF,7,6/23/2015,DEA,,
SF,7,6/23/2015,Endosulfan ether,,
SF,7,6/23/2015,Cyprodinil,,
SF,7,6/23/2015,Triadimefon,,
SF,7,6/23/2015,Chlorothalonil,,
SF,7,6/23/2015,Diphenylamine,,
SF,7,6/23/2015,Fipronil,,
SF,7,6/23/2015,Myclobutanil,,
SF,7,6/23/2015,Oxyfluorfen,,
SF,7,6/23/2015,Bifenthrin,,
SF,7,6/23/2015,Fludioxonil,,
SF,7,6/23/2015,Endosulfan sulfate,,
SF,7,6/23/2015,Ethalfluralin,,
SF,7,6/23/2015,Pendimethalin,,
SF,7,6/23/2015,Benfluralin,,
SF,7,6/23/2015,Diazinon,,
SF,7,6/23/2015,Malathion,,
SF,7,6/23/2015,Oxadiazon,,
SF,7,6/23/2015,Piperonyl butoxide,,
SF,7,6/23/2015,Propyzamide,,
SF,7,6/23/2015,THPI (Tetrahydrophthalimide),,
SF,7,7/2/2015,Metolachlor,1.52,3
SF,7,7/2/2015,Tebuconazole,,3
SF,7,7/2/2015,2-Phenylphenol,,3
SF,7,7/2/2015,Flutolanil,0.24,3
SF,7,7/2/2015,Biphenyl,,3
SF,7,7/2/2015,Atrazine,,3
SF,7,7/2/2015,Metalaxyl,,3
SF,7,7/2/2015,Acetochlor,,3
SF,7,7/2/2015,Alachlor,,3
SF,7,7/2/2015,Anthraquione,,3
SF,7,7/2/2015,Endosulfan Lactone,,3
SF,7,7/2/2015,DEA,,3
SF,7,7/2/2015,Endosulfan ether,,3
SF,7,7/2/2015,Cyprodinil,,3
SF,7,7/2/2015,Triadimefon,,3
SF,7,7/2/2015,Chlorothalonil,,3
SF,7,7/2/2015,Diphenylamine,,3
SF,7,7/2/2015,Fipronil,,3
SF,7,7/2/2015,Myclobutanil,,3
SF,7,7/2/2015,Oxyfluorfen,,3
SF,7,7/2/2015,Bifenthrin,,3
SF,7,7/2/2015,Fludioxonil,,3
SF,7,7/2/2015,Endosulfan sulfate,,3
SF,7,7/2/2015,Ethalfluralin,,3
SF,7,7/2/2015,Pendimethalin,,3
SF,7,7/2/2015,Benfluralin,,3
SF,7,7/2/2015,Diazinon,,3
SF,7,7/2/2015,Malathion,,3
SF,7,7/2/2015,Oxadiazon,,3
SF,7,7/2/2015,Piperonyl butoxide,,3
SF,7,7/2/2015,Propyzamide,,3
SF,7,7/2/2015,THPI (Tetrahydrophthalimide),,3
SF,7,7/10/2015,Metolachlor,0.08,7
SF,7,7/10/2015,Tebuconazole,0.36,7
SF,7,7/10/2015,2-Phenylphenol,,7
SF,7,7/10/2015,Flutolanil,0.12,7
SF,7,7/10/2015,Biphenyl,,7
SF,7,7/10/2015,Atrazine,,7
SF,7,7/10/2015,Metalaxyl,,7
SF,7,7/10/2015,Acetochlor,0.3,7
SF,7,7/10/2015,Alachlor,,7
SF,7,7/10/2015,Anthraquione,,7
SF,7,7/10/2015,Endosulfan Lactone,,7
SF,7,7/10/2015,DEA,,7
SF,7,7/10/2015,Endosulfan ether,,7
SF,7,7/10/2015,Cyprodinil,,7
SF,7,7/10/2015,Triadimefon,,7
SF,7,7/10/2015,Chlorothalonil,,7
SF,7,7/10/2015,Diphenylamine,,7
SF,7,7/10/2015,Fipronil,,7
SF,7,7/10/2015,Myclobutanil,,7
SF,7,7/10/2015,Oxyfluorfen,,7
SF,7,7/10/2015,Bifenthrin,,7
SF,7,7/10/2015,Fludioxonil,,7
SF,7,7/10/2015,Endosulfan sulfate,,7
SF,7,7/10/2015,Ethalfluralin,,7
SF,7,7/10/2015,Pendimethalin,,7
SF,7,7/10/2015,Benfluralin,,7
SF,7,7/10/2015,Diazinon,,7
SF,7,7/10/2015,Malathion,,7
SF,7,7/10/2015,Oxadiazon,,7
SF,7,7/10/2015,Piperonyl butoxide,,7
SF,7,7/10/2015,Propyzamide,,7
SF,7,7/10/2015,THPI (Tetrahydrophthalimide),,7
SF,7,7/17/2015,Metolachlor,0.53,
SF,7,7/17/2015,Tebuconazole,,
SF,7,7/17/2015,2-Phenylphenol,0.04,
SF,7,7/17/2015,Flutolanil,,
SF,7,7/17/2015,Biphenyl,1.04,
SF,7,7/17/2015,Atrazine,,
SF,7,7/17/2015,Metalaxyl,,
SF,7,7/17/2015,Acetochlor,,
SF,7,7/17/2015,Alachlor,,
SF,7,7/17/2015,Anthraquione,,
SF,7,7/17/2015,Endosulfan Lactone,,
SF,7,7/17/2015,DEA,,
SF,7,7/17/2015,Endosulfan ether,,
SF,7,7/17/2015,Cyprodinil,,
SF,7,7/17/2015,Triadimefon,,
SF,7,7/17/2015,Chlorothalonil,,
SF,7,7/17/2015,Diphenylamine,,
SF,7,7/17/2015,Fipronil,,
SF,7,7/17/2015,Myclobutanil,,
SF,7,7/17/2015,Oxyfluorfen,,
SF,7,7/17/2015,Bifenthrin,,
SF,7,7/17/2015,Fludioxonil,,
SF,7,7/17/2015,Endosulfan sulfate,,
SF,7,7/17/2015,Ethalfluralin,,
SF,7,7/17/2015,Pendimethalin,,
SF,7,7/17/2015,Benfluralin,,
SF,7,7/17/2015,Diazinon,,
SF,7,7/17/2015,Malathion,,
SF,7,7/17/2015,Oxadiazon,,
SF,7,7/17/2015,Piperonyl butoxide,,
SF,7,7/17/2015,Propyzamide,,
SF,7,7/17/2015,THPI (Tetrahydrophthalimide),,
SF,7,7/30/2015,Metolachlor,0.93,20
SF,7,7/30/2015,Tebuconazole,,20
SF,7,7/30/2015,2-Phenylphenol,,20
SF,7,7/30/2015,Flutolanil,,20
SF,7,7/30/2015,Biphenyl,,20
SF,7,7/30/2015,Atrazine,,20
SF,7,7/30/2015,Metalaxyl,,20
SF,7,7/30/2015,Acetochlor,,20
SF,7,7/30/2015,Alachlor,,20
SF,7,7/30/2015,Anthraquione,,20
SF,7,7/30/2015,Endosulfan Lactone,,20
SF,7,7/30/2015,DEA,,20
SF,7,7/30/2015,Endosulfan ether,,20
SF,7,7/30/2015,Cyprodinil,,20
SF,7,7/30/2015,Triadimefon,,20
SF,7,7/30/2015,Chlorothalonil,,20
SF,7,7/30/2015,Diphenylamine,,20
SF,7,7/30/2015,Fipronil,,20
SF,7,7/30/2015,Myclobutanil,,20
SF,7,7/30/2015,Oxyfluorfen,,20
SF,7,7/30/2015,Bifenthrin,,20
SF,7,7/30/2015,Fludioxonil,,20
SF,7,7/30/2015,Endosulfan sulfate,,20
SF,7,7/30/2015,Ethalfluralin,,20
SF,7,7/30/2015,Pendimethalin,,20
SF,7,7/30/2015,Benfluralin,,20
SF,7,7/30/2015,Diazinon,,20
SF,7,7/30/2015,Malathion,,20
SF,7,7/30/2015,Oxadiazon,,20
SF,7,7/30/2015,Piperonyl butoxide,,20
SF,7,7/30/2015,Propyzamide,,20
SF,7,7/30/2015,THPI (Tetrahydrophthalimide),,20
SF,7,8/13/2015,Metolachlor,0.8,15
SF,7,8/13/2015,Tebuconazole,0.24,15
SF,7,8/13/2015,2-Phenylphenol,,15
SF,7,8/13/2015,Flutolanil,0.14,15
SF,7,8/13/2015,Biphenyl,,15
SF,7,8/13/2015,Atrazine,,15
SF,7,8/13/2015,Metalaxyl,,15
SF,7,8/13/2015,Acetochlor,,15
SF,7,8/13/2015,Alachlor,,15
SF,7,8/13/2015,Anthraquione,,15
SF,7,8/13/2015,Endosulfan Lactone,,15
SF,7,8/13/2015,DEA,,15
SF,7,8/13/2015,Endosulfan ether,,15
SF,7,8/13/2015,Cyprodinil,,15
